ItemName,Value,Day
global_waterheater_partial_energy,179201,1
livingroom_tv_status,ON,1
office_desk_plug_consumption,0,1
global_power_factor,1.26955795,1
livingroom_table_plug_consumption,0,1
global_frequency,49.9722061,1
bathroom_humidity,54,1
livingroom_table_plug_consumption,0,1
bedroom_noise,1.69952,1
office_tv_plug_consumption,0,1
global_voltage,236.216599,1
livingroom_table_noise,0.477749,1
global_power_factor,1.25668001,1
global_waterheater_voltage,235.65,1
office_desk_plug_consumption,0,1
kitchen_oven_power,0,1
kitchen_CO2,264,1
livingroom_couch_noise,0.82119,1
global_shutters_total_energy,3607,1
global_active_power,1.1237365,1
livingroom_couch_noise,0.303295,1
livingroom_shutter2,0,1
global_waterheater_partial_energy,179215,1
livingroom_table_noise,0.12853,1
livingroom_presence_table,OFF,1
livingroom_presence_table,OFF,1
global_gas_total,189004,1
livingroom_table_plug_consumption,0,1
bathroom_heater_effective_setpoint,19,1
livingroom_tv_plug_consumption,48,1
global_current,5.74044847,1
office_tv_plug_consumption,0,1
livingroom_table_luminosity,73,1
office_desk_plug_consumption,0,1
livingroom_presence_couch,ON,1
bedroom_noise,0.624925,1
livingroom_tv_plug_consumption,49,1
global_active_energy,2935.821,1
global_current,4.74923515,1
bedroom_heater1_command,0,1
kitchen_washingmachine_current,0,1
kitchen_cooktop_power,0,1
livingroom_couch_noise,0.873971,1
global_gas_total,189004,1
global_active_power,0.342277318,1
livingroom_couch_plug_consumption,0,1
global_current,4.77059937,1
global_voltage,236.341919,1
livingroom_table_noise,0.220382,1
global_current,1.66771436,1
entrance_noise,1.53157,1
office_tv_plug_consumption,0,1
livingroom_presence_table,OFF,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_presence_table,OFF,1
livingroom_couch_plug_consumption,0,1
livingroom_table_noise,1.13931,1
kitchen_washingmachine_voltage,236.54,1
livingroom_couch_plug_consumption,0,1
livingroom_humidity,31,1
global_shutters_power,150,1
global_gas_total,189009,1
global_voltage,236.782761,1
kitchen_oven_partial_energy,11688,1
bedroom_noise,0.631826,1
livingroom_tv_status,ON,1
entrance_heater_command,0,1
global_power_factor,1.04623401,1
global_waterheater_status,ON,1
global_active_energy,2935.821,1
kitchen_washingmachine_partial_energy,3942,1
global_voltage,235.869339,1
livingroom_couch_noise,1.75927,1
office_desk_plug_consumption,0,1
bedroom_temperature,21.62,1
kitchen_hood_total_energy,453,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_lighting_current,0.48,1
global_power_factor,1.03269196,1
livingroom_table_noise,0.405853,1
livingroom_presence_table,ON,1
office_tv_status,OFF,1
livingroom_table_plug_consumption,0,1
livingroom_table_noise,2.24515,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_presence_table,ON,1
livingroom_presence_couch,ON,1
global_lighting_current,0.48,1
office_tv_plug_consumption,0,1
kitchen_presence,OFF,1
livingroom_couch_noise,0.857629,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
kitchen_washingmachine_power,0,1
livingroom_couch_plug_consumption,0,1
global_lighting_total_energy,224207,1
office_tv_plug_consumption,0,1
global_gas_total,189004,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_active_energy,2935.821,1
walkway_noise,0.124127,1
livingroom_couch_noise,0.839687,1
livingroom_presence_couch,ON,1
global_frequency,49.9794273,1
office_desk_plug_consumption,0,1
global_frequency,49.9769974,1
office_heater_effective_mode,1,1
global_voltage,236.379959,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_heater2_temperature,19.3,1
kitchen_presence,OFF,1
livingroom_tv_plug_consumption,44,1
livingroom_presence_table,ON,1
livingroom_couch_noise,1.02514,1
livingroom_presence_table,ON,1
livingroom_tv_plug_consumption,49,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_active_energy,2935.821,1
kitchen_cooktop_total_energy,21517,1
office_desk_plug_consumption,0,1
global_heaters_temperature,19.8,1
kitchen_washingmachine_total_energy,3942,1
livingroom_table_noise,0.99129,1
livingroom_table_noise,1.24343,1
global_gas_total,189008,1
livingroom_table_luminosity,84,1
livingroom_table_noise,0.517087,1
global_voltage,236.342041,1
kitchen_washingmachine_partial_energy,3942,1
livingroom_presence_table,OFF,1
kitchen_fridge_current,0,1
global_gas_total,189010,1
kitchen_washingmachine_partial_energy,3942,1
global_current,1.68655348,1
kitchen_cooktop_power,0,1
office_tv_plug_consumption,0,1
livingroom_table_noise,0.462711,1
global_waterheater_current,0.35,1
bedroom_heater2_temperature,19.4,1
global_voltage,235.974457,1
kitchen_washingmachine_partial_energy,3942,1
global_power_factor,1.026173,1
kitchen_cooktop_total_energy,21517,1
livingroom_heater1_temperature,19.1,1
livingroom_table_plug_consumption,0,1
livingroom_couch_noise,0.842622,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
bathroom_heater_command,0,1
global_power_factor,1.05011892,1
global_lighting_power,98,1
global_active_energy,2935.821,1
global_current,4.83411646,1
livingroom_table_plug_consumption,0,1
bedroom_heater1_effective_mode,1,1
livingroom_table_plug_consumption,0,1
kitchen_cooktop_voltage,237.4,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_presence_couch,OFF,1
office_tv_status,OFF,1
kitchen_dishwasher_partial_energy,19349,1
kitchen_noise,2.98061,1
global_current,5.06424284,1
office_heater_temperature,20.4,1
livingroom_couch_noise,0.330376,1
bedroom_heater2_temperature,19.2,1
global_active_energy,2935.821,1
livingroom_CO2,578.88,1
global_active_power,0.237154558,1
global_active_power,0.284967035,1
livingroom_heater1_effective_mode,1,1
global_active_power,0.69118315,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,49,1
global_lighting_partial_energy,221804,1
livingroom_presence_couch,ON,1
global_active_energy,2935.821,1
global_lighting_current,0.48,1
global_gas_total,189007,1
bedroom_heater2_temperature,19.8,1
livingroom_table_luminosity,14,1
livingroom_table_plug_consumption,0,1
livingroom_presence_table,ON,1
global_active_power,1.30726206,1
global_active_energy,2935.821,1
kitchen_presence,OFF,1
global_active_power,0.339646131,1
bedroom_heater2_effective_mode,1,1
entrance_heater_effective_setpoint,19,1
office_tv_plug_consumption,0,1
kitchen_cooktop_voltage,237.14,1
livingroom_switch2_top_left,OFF,1
global_power_factor,1.27498293,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
bedroom_heater1_temperature,19.3,1
global_active_power,0.340414703,1
global_active_energy,2935.821,1
livingroom_presence_couch,OFF,1
global_lighting_partial_energy,221812,1
global_frequency,49.9742928,1
global_current,4.75146151,1
global_gas_total,189009,1
office_tv_plug_consumption,0,1
global_active_power,0.230363399,1
livingroom_couch_plug_consumption,0,1
kitchen_hood_current,0,1
office_desk_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
walkway_noise,0.311808,1
livingroom_presence_couch,ON,1
office_desk_plug_consumption,0,1
global_gas_total,189010,1
global_wind_speed_ext,3.6,1
livingroom_heater2_temperature,19.1,1
global_active_power,0.294205964,1
global_frequency,49.9718056,1
livingroom_table_plug_consumption,0,1
livingroom_table_noise,0.312089,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_power_factor,1.05372405,1
livingroom_tv_plug_consumption,48,1
office_tv_plug_consumption,0,1
global_pressure_ext,1018,1
livingroom_presence_couch,ON,1
livingroom_table_plug_consumption,0,1
entrance_light1,0,1
livingroom_presence_couch,OFF,1
livingroom_presence_couch,ON,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_current,2.07335305,1
livingroom_couch_plug_consumption,0,1
livingroom_presence_couch,ON,1
livingroom_presence_couch,OFF,1
livingroom_couch_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_shutter5,0,1
bedroom_noise,1.78088,1
office_desk_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_table_noise,1.11912,1
global_frequency,49.9748573,1
livingroom_tv_plug_consumption,47,1
global_waterheater_power,0,1
livingroom_couch_noise,0.212688,1
global_power_factor,1.03569603,1
livingroom_couch_noise,0.288559,1
global_gas_total,189004,1
bedroom_heater1_command,0,1
bathroom_CO2,725.76,1
kitchen_presence,ON,1
livingroom_presence_couch,OFF,1
office_tv_plug_consumption,0,1
kitchen_fridge_voltage,235.84,1
global_voltage,236.63002,1
livingroom_table_noise,0.574248,1
livingroom_heater1_effective_setpoint,19,1
global_voltage,236.494141,1
livingroom_table_plug_consumption,0,1
bedroom_temperature,21.76,1
livingroom_couch_plug_consumption,0,1
global_gas_total,189008,1
office_tv_plug_consumption,0,1
livingroom_CO2,576.96,1
office_desk_plug_consumption,0,1
global_active_power,1.24166441,1
office_heater_effective_mode,1,1
global_gas_total,189004,1
livingroom_tv_plug_consumption,47,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
bathroom_CO2,552,1
livingroom_heater2_temperature,19.1,1
livingroom_table_noise,0.597745,1
livingroom_tv_plug_consumption,48,1
office_tv_plug_consumption,0,1
global_gas_total,189008,1
global_frequency,49.9780083,1
kitchen_presence,ON,1
livingroom_tv_plug_consumption,47,1
office_heater_effective_setpoint,19,1
global_power_factor,1.17631602,1
global_gas_total,189004,1
livingroom_table_plug_consumption,0,1
livingroom_table_noise,0.649547,1
livingroom_presence_couch,ON,1
office_tv_plug_consumption,0,1
livingroom_heater1_effective_mode,1,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_power_factor,1.03793597,1
livingroom_heater2_command,0,1
global_gas_total,189004,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,46,1
livingroom_tv_plug_consumption,48,1
kitchen_humidity,33,1
livingroom_heater2_command,5,1
livingroom_table_plug_consumption,0,1
global_current,1.58181465,1
livingroom_tv_plug_consumption,44,1
office_desk_plug_consumption,0,1
office_heater_effective_mode,1,1
global_power_factor,1.27604997,1
livingroom_table_plug_consumption,0,1
global_current,1.68518913,1
global_gas_total,189004,1
global_shutters_power,0,1
global_power_factor,1.27045894,1
global_active_power,1.09988427,1
global_lighting_partial_energy,221829,1
livingroom_humidity,31,1
livingroom_humidity,31,1
bedroom_heater2_temperature,19.4,1
livingroom_presence_couch,ON,1
global_shutters_current,0,1
livingroom_couch_plug_consumption,0,1
bedroom_heater2_command,0,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_gas_total,189008,1
livingroom_tv_plug_consumption,47,1
global_active_energy,2935.821,1
livingroom_couch_plug_consumption,0,1
global_active_power,1.36927629,1
global_current,6.09315395,1
livingroom_tv_status,ON,1
kitchen_fridge_voltage,237.45,1
global_waterheater_voltage,235.78,1
global_voltage,236.841309,1
livingroom_couch_noise,0.20706,1
livingroom_table_plug_consumption,0,1
livingroom_presence_couch,OFF,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,49,1
bedroom_heater2_temperature,19.2,1
livingroom_couch_noise,0.738289,1
livingroom_couch_plug_consumption,0,1
global_waterheater_voltage,236.57,1
global_voltage,235.889114,1
bedroom_heater1_temperature,19.7,1
global_voltage,235.8255,1
livingroom_couch_noise,0.629835,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
global_active_power,1.1333003,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_status,ON,1
kitchen_dishwasher_total_energy,19349,1
bedroom_heater2_effective_mode,1,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_CO2,571.84,1
livingroom_presence_couch,OFF,1
livingroom_presence_couch,OFF,1
livingroom_tv_plug_consumption,47,1
kitchen_washingmachine_voltage,235.86,1
global_voltage,235.88765,1
livingroom_table_plug_consumption,0,1
livingroom_presence_table,ON,1
livingroom_couch_noise,0.256809,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_frequency,49.974411,1
livingroom_heater1_effective_setpoint,19,1
livingroom_couch_noise,0.6729,1
livingroom_couch_plug_consumption,0,1
global_frequency,49.974823,1
livingroom_couch_noise,0.900717,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_heaters_temperature,19.9,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_power_factor,1.03821301,1
office_tv_plug_consumption,0,1
global_current,5.46241283,1
global_power_factor,1.03344202,1
global_power_factor,1.17454898,1
kitchen_fridge_power,0,1
entrance_noise,5.93105,1
livingroom_couch_plug_consumption,0,1
livingroom_shutter4,0,1
office_desk_plug_consumption,0,1
livingroom_presence_couch,ON,1
kitchen_dishwasher_voltage,236.92,1
livingroom_table_noise,0.428667,1
bedroom_heater1_temperature,19.5,1
bedroom_heater1_temperature,19.3,1
global_frequency,49.9706039,1
kitchen_presence,ON,1
global_active_power,1.14033961,1
entrance_heater_temperature,18.9,1
kitchen_humidity,33,1
global_active_energy,2935.821,1
entrance_heater_command,5,1
office_desk_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_tv_status,OFF,1
global_waterheater_status,ON,1
livingroom_couch_noise,0.69443,1
bedroom_heater2_effective_setpoint,19,1
livingroom_shutter4,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
kitchen_washingmachine_power,0,1
global_voltage,236.490173,1
livingroom_tv_plug_consumption,48,1
livingroom_couch_plug_consumption,0,1
global_frequency,49.9722519,1
global_power_factor,1.07477701,1
entrance_heater_effective_mode,1,1
bedroom_CO2,549.76,1
global_active_power,0.340084046,1
global_power_factor,1.37372994,1
global_frequency,49.9797707,1
global_active_power,0.420332283,1
office_tv_status,OFF,1
livingroom_couch_plug_consumption,0,1
bedroom_CO2,547.84,1
livingroom_heater2_effective_setpoint,19,1
livingroom_tv_plug_consumption,45,1
livingroom_table_noise,1.2304,1
livingroom_table_noise,0.129305,1
office_desk_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_active_energy,2935.821,1
global_active_energy,2935.821,1
office_desk_plug_consumption,0,1
kitchen_fridge_total_energy,119412,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_current,1.69349182,1
global_active_power,1.2428925,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_couch_noise,0.568572,1
global_shutters_voltage,236.89,1
global_active_energy,2935.821,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_couch_noise,0.520228,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_active_energy,2935.821,1
livingroom_heater2_effective_setpoint,19,1
kitchen_hood_current,0,1
livingroom_table_plug_consumption,0,1
global_gas_total,189004,1
global_current,1.69646633,1
bedroom_CO2,544.96,1
bedroom_heater1_effective_mode,1,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_gas_total,189004,1
livingroom_couch_plug_consumption,0,1
bathroom_CO2,560,1
global_active_power,1.07388473,1
office_desk_plug_consumption,0,1
global_active_power,0.288553953,1
global_waterheater_power,121,1
walkway_noise,0.307515,1
livingroom_table_noise,0.838611,1
kitchen_dishwasher_power,0,1
livingroom_table_plug_consumption,0,1
global_voltage,236.412643,1
kitchen_CO2,257.92,1
office_heater_temperature,20.4,1
kitchen_oven_partial_energy,11688,1
global_active_power,0.283197612,1
global_current,4.7819314,1
office_tv_plug_consumption,0,1
global_rain_ext,0,1
global_current,5.04635859,1
livingroom_presence_table,OFF,1
livingroom_presence_couch,OFF,1
livingroom_tv_plug_consumption,47,1
office_tv_plug_consumption,0,1
global_gas_total,189006,1
global_gas_total,189009,1
global_active_energy,2935.821,1
global_active_energy,2935.821,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_tv_status,ON,1
global_active_energy,2935.821,1
global_power_factor,1.25405502,1
livingroom_couch_plug_consumption,0,1
global_current,1.64658487,1
global_active_power,0.289711207,1
global_gas_total,189004,1
livingroom_table_noise,0.211242,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
global_active_power,1.06445026,1
livingroom_presence_table,OFF,1
global_voltage,236.619049,1
livingroom_CO2,572.8,1
bedroom_heater2_temperature,19.4,1
global_shutters_power,0,1
global_frequency,49.9791489,1
global_waterheater_total_energy,179699,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
global_active_power,1.06131983,1
kitchen_oven_current,0,1
global_gas_total,189010,1
kitchen_washingmachine_current,0,1
office_tv_plug_consumption,0,1
global_active_power,0.340716839,1
global_voltage,236.254135,1
kitchen_hood_current,0,1
livingroom_heater1_temperature,18.9,1
global_waterheater_partial_energy,179190,1
kitchen_washingmachine_total_energy,3942,1
bedroom_humidity,28,1
kitchen_washingmachine_total_energy,3942,1
livingroom_table_noise,0.666341,1
livingroom_couch_noise,0.432857,1
livingroom_presence_couch,OFF,1
global_voltage,236.547897,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,46,1
office_tv_plug_consumption,0,1
global_current,5.66311741,1
global_voltage,235.938293,1
global_power_factor,1.26731002,1
global_gas_total,189009,1
bathroom_humidity,56,1
global_active_power,0.23830992,1
global_active_energy,2935.821,1
global_power_factor,1.05382299,1
office_desk_plug_consumption,0,1
global_frequency,49.9691277,1
livingroom_presence_couch,OFF,1
livingroom_presence_table,OFF,1
global_gas_total,189004,1
office_desk_plug_consumption,0,1
kitchen_oven_power,0,1
kitchen_presence,ON,1
global_frequency,49.9887123,1
livingroom_switch1_bottom_left,OFF,1
global_current,1.94441581,1
livingroom_table_plug_consumption,0,1
office_desk_plug_consumption,0,1
walkway_noise,0.261251,1
livingroom_table_noise,0.225534,1
global_active_power,0.341761053,1
global_active_energy,2935.821,1
global_lighting_voltage,236.12,1
global_active_energy,2935.821,1
livingroom_table_plug_consumption,0,1
global_current,1.66514838,1
global_current,1.65940595,1
global_power_factor,1.04810405,1
livingroom_presence_couch,ON,1
entrance_heater_temperature,19.1,1
global_power_factor,1.03578305,1
livingroom_heater1_temperature,19.1,1
global_frequency,49.9817734,1
bedroom_heater1_command,0,1
global_active_power,1.15535653,1
livingroom_table_noise,0.599862,1
livingroom_presence_couch,ON,1
livingroom_table_noise,0.192513,1
livingroom_table_plug_consumption,0,1
bathroom_humidity,56,1
global_waterheater_status,ON,1
office_tv_plug_consumption,0,1
livingroom_couch_noise,1.32564,1
office_tv_status,OFF,1
entrance_heater_temperature,19.1,1
office_desk_plug_consumption,0,1
livingroom_tv_plug_consumption,44,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,44,1
global_frequency,49.9876709,1
global_voltage,236.354691,1
livingroom_table_noise,0.956586,1
livingroom_shutter4,0,1
global_frequency,49.9858398,1
kitchen_fridge_total_energy,119412,1
entrance_heater_command,5,1
livingroom_couch_plug_consumption,0,1
global_active_energy,2935.821,1
global_active_energy,2935.821,1
global_power_factor,1.27096891,1
bedroom_heater1_temperature,19.5,1
livingroom_couch_plug_consumption,0,1
kitchen_presence,ON,1
livingroom_couch_noise,0.730942,1
livingroom_heater2_command,0,1
livingroom_table_noise,0.170847,1
livingroom_tv_plug_consumption,47,1
livingroom_presence_table,OFF,1
livingroom_shutter1,0,1
bedroom_heater2_temperature,19.6,1
global_gas_total,189004,1
livingroom_couch_noise,0.627727,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,0,1
livingroom_presence_table,ON,1
global_current,4.97405338,1
livingroom_table_plug_consumption,0,1
kitchen_dishwasher_total_energy,19349,1
global_active_energy,2935.821,1
office_desk_plug_consumption,0,1
livingroom_presence_couch,OFF,1
global_voltage,236.849335,1
office_tv_plug_consumption,0,1
global_voltage,236.313278,1
bedroom_temperature,21.44,1
kitchen_presence,OFF,1
office_desk_plug_consumption,0,1
global_active_energy,2935.821,1
global_frequency,49.9840088,1
global_gas_total,189004,1
livingroom_table_noise,0.352316,1
office_tv_status,OFF,1
global_frequency,49.9793129,1
global_gas_total,189009,1
global_voltage,236.376572,1
livingroom_table_noise,0.238755,1
kitchen_presence,ON,1
livingroom_switch1_bottom_left,ON,1
livingroom_shutter2,0,1
livingroom_presence_table,ON,1
global_gas_total,189009,1
livingroom_heater1_command,0,1
office_desk_plug_consumption,0,1
livingroom_tv_plug_consumption,45,1
global_active_power,0.287512153,1
livingroom_tv_plug_consumption,48,1
global_temperature_feel_ext,3.95,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
global_current,5.16843176,1
global_frequency,49.9784966,1
office_desk_plug_consumption,0,1
global_waterheater_total_energy,179684,1
entrance_heater_temperature,19.1,1
global_current,5.62063217,1
bathroom_heater_effective_mode,1,1
livingroom_presence_couch,OFF,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_presence_couch,OFF,1
global_waterheater_power,125,1
office_tv_status,OFF,1
livingroom_heater2_effective_setpoint,19,1
livingroom_presence_couch,OFF,1
office_desk_plug_consumption,0,1
global_lighting_power,44,1
global_waterheater_power,119,1
global_waterheater_power,136,1
kitchen_fridge_total_energy,119412,1
global_frequency,49.9884224,1
global_power_factor,1.18690801,1
livingroom_couch_noise,0.914315,1
global_gas_total,189007,1
global_active_power,0.329025328,1
office_desk_plug_consumption,0,1
global_lighting_power,98,1
office_tv_status,OFF,1
global_active_power,1.12777174,1
livingroom_heater2_effective_setpoint,19,1
office_desk_plug_consumption,0,1
livingroom_tv_status,ON,1
livingroom_couch_noise,0.688797,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_status,ON,1
livingroom_couch_plug_consumption,0,1
livingroom_heater1_effective_mode,1,1
livingroom_couch_plug_consumption,0,1
livingroom_tv_plug_consumption,48,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_active_energy,2935.821,1
livingroom_presence_table,ON,1
global_waterheater_total_energy,179692,1
office_heater_effective_mode,1,1
livingroom_shutter5,0,1
office_desk_plug_consumption,0,1
global_power_factor,1.04369998,1
global_voltage,235.986649,1
livingroom_tv_plug_consumption,44,1
global_active_power,1.17976308,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_noise,0.60466,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,48,1
livingroom_couch_plug_consumption,0,1
global_active_power,0.229877189,1
livingroom_table_plug_consumption,0,1
global_shutters_total_energy,3611,1
global_active_energy,2935.821,1
livingroom_couch_noise,0.626053,1
global_lighting_power,99,1
global_waterheater_power,137,1
office_desk_plug_consumption,0,1
global_gas_total,189004,1
office_desk_plug_consumption,0,1
global_frequency,49.9789124,1
livingroom_presence_couch,ON,1
livingroom_presence_couch,ON,1
livingroom_presence_table,ON,1
global_power_factor,1.02533507,1
livingroom_table_noise,0.17856,1
global_frequency,49.9853134,1
livingroom_tv_status,ON,1
office_heater_command,0,1
livingroom_table_noise,0.328818,1
kitchen_washingmachine_power,0,1
livingroom_presence_table,OFF,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_presence_table,ON,1
livingroom_table_noise,0.25038,1
global_active_power,0.288712531,1
office_tv_plug_consumption,0,1
livingroom_presence_table,ON,1
global_voltage,236.02243,1
livingroom_tv_status,ON,1
global_commonID_ext,fog,1
entrance_heater_effective_setpoint,19,1
livingroom_table_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_table_noise,0.28153,1
office_tv_plug_consumption,0,1
office_desk_plug_consumption,0,1
office_desk_plug_consumption,0,1
bedroom_humidity,28,1
office_desk_plug_consumption,0,1
livingroom_couch_noise,0.354886,1
global_lighting_partial_energy,221799,1
global_frequency,49.977272,1
kitchen_hood_total_energy,453,1
office_tv_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_couch_plug_consumption,0,1
bedroom_heater2_effective_mode,1,1
bedroom_heater1_effective_setpoint,19,1
office_tv_plug_consumption,0,1
global_temperature_ext,5,1
livingroom_tv_plug_consumption,48,1
office_desk_plug_consumption,0,1
livingroom_tv_status,ON,1
global_active_energy,2935.821,1
livingroom_table_noise,0.177555,1
kitchen_presence,OFF,1
livingroom_tv_plug_consumption,45,1
office_tv_status,OFF,1
livingroom_couch_noise,0.572913,1
office_desk_plug_consumption,0,1
bedroom_heater1_effective_setpoint,19,1
livingroom_shutter5,0,1
global_waterheater_status,OFF,1
global_power_factor,1.27045202,1
livingroom_couch_noise,0.290399,1
global_voltage,235.892883,1
livingroom_tv_plug_consumption,47,1
livingroom_presence_couch,OFF,1
livingroom_table_noise,0.393255,1
global_voltage,236.253342,1
office_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_active_energy,2935.821,1
global_current,1.65535855,1
kitchen_oven_total_energy,11701,1
livingroom_table_noise,0.709867,1
kitchen_cooktop_partial_energy,21517,1
livingroom_tv_plug_consumption,47,1
global_gas_total,189010,1
office_heater_temperature,20.2,1
global_active_energy,2935.821,1
global_current,1.55603433,1
global_current,4.75979948,1
livingroom_heater1_effective_mode,1,1
global_voltage,236.138153,1
livingroom_couch_plug_consumption,0,1
office_tv_status,OFF,1
livingroom_couch_noise,0.163731,1
office_desk_plug_consumption,0,1
kitchen_hood_voltage,235.59,1
livingroom_tv_plug_consumption,48,1
livingroom_heater1_command,5,1
global_gas_total,189011,1
livingroom_heater1_command,0,1
global_active_power,1.40042663,1
livingroom_couch_plug_consumption,0,1
kitchen_oven_current,0,1
livingroom_tv_status,ON,1
office_tv_plug_consumption,0,1
bathroom_heater_effective_mode,1,1
kitchen_dishwasher_voltage,236.46,1
bedroom_heater2_effective_setpoint,19,1
kitchen_dishwasher_partial_energy,19349,1
kitchen_oven_partial_energy,11688,1
kitchen_cooktop_current,0,1
livingroom_tv_plug_consumption,47,1
global_frequency,49.9768028,1
global_active_energy,2935.821,1
kitchen_oven_current,0,1
global_active_power,0.71956259,1
livingroom_couch_plug_consumption,0,1
office_desk_plug_consumption,0,1
livingroom_tv_plug_consumption,48,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_table_plug_consumption,0,1
livingroom_presence_couch,ON,1
global_frequency,49.9815903,1
livingroom_couch_plug_consumption,0,1
global_active_power,0.283511937,1
livingroom_presence_couch,ON,1
livingroom_luminosity,48,1
livingroom_couch_plug_consumption,0,1
global_frequency,49.9742126,1
livingroom_table_noise,0.106473,1
livingroom_tv_plug_consumption,0,1
livingroom_tv_plug_consumption,47,1
global_waterheater_power,75,1
livingroom_tv_plug_consumption,48,1
global_power_factor,1.37207294,1
global_gas_total,189004,1
global_waterheater_power,76,1
global_gas_total,189010,1
livingroom_presence_couch,ON,1
global_lighting_voltage,235.76,1
kitchen_oven_voltage,237.13,1
livingroom_couch_noise,0.632936,1
global_active_power,0.286070138,1
bathroom_humidity,54,1
office_tv_plug_consumption,0,1
livingroom_couch_noise,0.261803,1
kitchen_temperature,20.58,1
global_current,1.55491233,1
office_desk_plug_consumption,0,1
office_tv_plug_consumption,0,1
livingroom_table_noise,2.5912,1
global_lighting_total_energy,224199,1
global_voltage,236.43483,1
entrance_heater_temperature,18.9,1
